No.|Time|Source|Destination|Protocol|Length|Info|No.|ScrapedData
433|36.197|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/partners/new/brno-cernovice.png HTTP/1.1|433|
434|36.198|10.0.2.15|91.239.200.182|HTTP|597|GET www.malakopanabrno.cz/img/partners/new/brno-jih.png HTTP/1.1|434|
441|36.216|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|441|
442|36.216|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|442|
443|36.217|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/partners/new/brno-komin.png HTTP/1.1|443|
444|36.218|10.0.2.15|91.239.200.182|HTTP|601|GET www.malakopanabrno.cz/img/partners/new/brno-krpole.png HTTP/1.1|444|
447|36.224|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|447|
448|36.226|10.0.2.15|91.239.200.182|HTTP|602|GET www.malakopanabrno.cz/img/partners/new/brno-medlanky.png HTTP/1.1|448|
450|36.231|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|450|
451|36.232|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/partners/new/brno-reckovice.png HTTP/1.1|451|
453|36.233|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|453|
454|36.234|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|454|
455|36.235|10.0.2.15|91.239.200.182|HTTP|601|GET www.malakopanabrno.cz/img/partners/new/brno-slatina.png HTTP/1.1|455|
456|36.236|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/partners/new/brno-stred.png HTTP/1.1|456|
459|36.239|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|459|
460|36.24|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|460|
461|36.24|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|461|
462|36.241|10.0.2.15|91.239.200.182|HTTP|602|GET www.malakopanabrno.cz/img/partners/new/brno-zidenice.png HTTP/1.1|462|
463|36.242|10.0.2.15|91.239.200.182|HTTP|604|GET www.malakopanabrno.cz/img/partners/new/uniligasponzor.png HTTP/1.1|463|
464|36.242|10.0.2.15|91.239.200.182|HTTP|598|GET www.malakopanabrno.cz/img/partners/new/ct-sport.png HTTP/1.1|464|
468|36.244|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|468|
469|36.244|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|469|
470|36.245|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|470|
471|36.245|10.0.2.15|91.239.200.182|HTTP|604|GET www.malakopanabrno.cz/img/partners/new/brnensky-denik.png HTTP/1.1|471|
472|36.246|10.0.2.15|91.239.200.182|HTTP|593|GET www.malakopanabrno.cz/img/partners/new/cez.png HTTP/1.1|472|
473|36.247|10.0.2.15|91.239.200.182|HTTP|593|GET www.malakopanabrno.cz/img/partners/new/bd2.png HTTP/1.1|473|
477|36.254|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|477|
478|36.255|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|478|
479|36.256|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|479|
480|36.257|10.0.2.15|91.239.200.182|HTTP|599|GET www.malakopanabrno.cz/img/partners/new/noemarch2.png HTTP/1.1|480|
481|36.257|10.0.2.15|91.239.200.182|HTTP|610|GET www.malakopanabrno.cz/img/partners/new/mensikova-jedenactka.png HTTP/1.1|481|
483|36.258|10.0.2.15|91.239.200.182|HTTP|598|GET www.malakopanabrno.cz/img/partners/new/city-maly.png HTTP/1.1|483|
486|36.26|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|486|
487|36.261|10.0.2.15|91.239.200.182|HTTP|595|GET www.malakopanabrno.cz/img/partners/new/kzsvb.png HTTP/1.1|487|
489|36.262|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|489|
490|36.262|10.0.2.15|91.239.200.182|HTTP|592|GET www.malakopanabrno.cz/img/partners/new/tep.png HTTP/1.1|490|
492|36.263|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|492|
493|36.264|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/img/partners/emf.png HTTP/1.1|493|
495|36.271|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|495|
496|36.272|10.0.2.15|91.239.200.182|HTTP|598|GET www.malakopanabrno.cz/img/icons/browsers/firefox.png HTTP/1.1|496|
498|36.29|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|498|
499|36.292|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|499|
500|36.293|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|500|
501|36.294|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|501|
502|36.295|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|502|
503|36.297|10.0.2.15|91.239.200.182|HTTP|596|GET www.malakopanabrno.cz/img/icons/browsers/opera.png HTTP/1.1|503|
504|36.298|10.0.2.15|91.239.200.182|HTTP|597|GET www.malakopanabrno.cz/img/icons/browsers/chrome.png HTTP/1.1|504|
505|36.299|10.0.2.15|91.239.200.182|HTTP|597|GET www.malakopanabrno.cz/img/icons/browsers/safari.png HTTP/1.1|505|
506|36.3|10.0.2.15|91.239.200.182|HTTP|593|GET www.malakopanabrno.cz/img/arrows/arrow-down.png HTTP/1.1|506|
507|36.301|10.0.2.15|91.239.200.182|HTTP|593|GET www.malakopanabrno.cz/img/arrows/arrow-right.png HTTP/1.1|507|
513|36.305|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|513|
514|36.311|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|514|
515|36.312|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|515|
516|36.313|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|516|
517|36.315|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|517|
518|36.317|91.239.200.182|10.0.2.15|HTTP|297|304 Not Modified HTTP/1.1|518|
520|36.34|10.0.2.15|192.168.1.1|DNS|84|Standard query A b'www.google-analytics.com.'|520|
521|36.34|10.0.2.15|192.168.1.1|DNS|84|Standard query AAAA b'www.google-analytics.com.'|521|
522|36.353|192.168.1.1|10.0.2.15|DNS|480|Standard response CNAME b'www.google-analytics.com.' b'www-google-analytics.l.google.com.'|522|
523|36.364|192.168.1.1|10.0.2.15|DNS|508|Standard response CNAME b'www.google-analytics.com.' b'www-google-analytics.l.google.com.'|523|
555|48.977|10.0.2.15|216.58.214.142|HTTP|166|GET clients3.google.com/generate_204 HTTP/1.1|555|
557|49.034|216.58.214.142|10.0.2.15|HTTP|137|204 No Content HTTP/1.1|557|
1|1.666|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|1|
2|1.669|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|2|
3|1.673|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|3|
4|1.684|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|4|
5|1.708|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|5|
6|1.709|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|6|
7|1.711|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|7|
8|1.744|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|8|
13|12.55|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|13|
14|12.552|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|14|
15|12.558|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|15|
16|12.589|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|16|
17|17.611|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|17|
18|17.615|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|18|
19|17.617|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|19|
20|17.621|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|20|
21|17.622|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|21|
22|17.63|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|22|
23|17.637|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|23|
24|17.638|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|24|
43|40.924|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|43|
44|40.925|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|44|
45|40.928|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|45|
46|40.958|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|46|
47|44.196|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|47|
48|44.198|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|48|
49|44.245|192.168.1.1|10.0.2.15|DNS|485|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|49|
50|44.253|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|50|
51|50.754|10.0.2.15|216.58.214.142|HTTP|166|GET clients3.google.com/generate_204 HTTP/1.1|51|
53|50.791|216.58.214.142|10.0.2.15|HTTP|137|204 No Content HTTP/1.1|53|
55|66.638|10.0.2.15|192.168.1.1|DNS|64|Standard query AAAA b'kali.'|55|
56|66.649|192.168.1.1|10.0.2.15|DNS|64|Standard query AAAA b'kali.'|56|
1|5.446|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|1|
2|5.446|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|2|
3|5.447|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|3|
4|5.485|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|4|
5|5.517|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|5|
6|5.518|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|6|
7|5.519|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|7|
8|5.552|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|8|
9|10.497|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|9|
10|10.501|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|10|
11|10.504|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|11|
12|10.53|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|12|
13|21.855|10.0.2.15|216.58.214.142|HTTP|166|GET clients3.google.com/generate_204 HTTP/1.1|13|
15|21.896|216.58.214.142|10.0.2.15|HTTP|137|204 No Content HTTP/1.1|15|
17|29.325|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|17|
18|29.327|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|18|
19|29.33|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|19|
20|29.364|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|20|
21|29.505|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|21|
22|29.506|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|22|
23|29.509|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|23|
24|29.552|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|24|
27|81.897|10.0.2.15|216.58.214.142|HTTP|166|GET clients3.google.com/generate_204 HTTP/1.1|27|
29|81.952|216.58.214.142|10.0.2.15|HTTP|137|204 No Content HTTP/1.1|29|
31|86.871|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|31|
32|86.875|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|32|
33|86.91|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|33|
34|86.92|192.168.1.1|10.0.2.15|DNS|485|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|34|
1|10.966|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|1|
2|10.972|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|2|
3|10.975|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|3|
4|10.996|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|4|
7|16.043|10.0.2.15|192.168.1.1|DNS|88|Standard query A b'update.code.visualstudio.com.'|7|
8|16.099|192.168.1.1|10.0.2.15|DNS|548|Standard response CNAME b'update.code.visualstudio.com.' b'vscode-update.trafficmanager.net.'|8|
22|31.322|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|22|
23|31.324|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|23|
24|31.329|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|24|
25|31.351|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|25|
1|3.158|10.0.2.15|192.168.1.1|DNS|81|Standard query A b'www.malakopanabrno.cz.'|1|
2|3.196|192.168.1.1|10.0.2.15|DNS|232|Standard response A b'www.malakopanabrno.cz.' 91.239.200.182|2|
6|5.343|10.0.2.15|192.168.1.1|DNS|75|Standard query A b'maps.google.com.'|6|
7|5.379|192.168.1.1|10.0.2.15|DNS|211|Standard response A b'maps.google.com.' 142.250.187.174|7|
9|5.412|10.0.2.15|91.239.200.182|HTTP|727|POST www.malakopanabrno.cz/ HTTP/1.1b'username=sdf&password=adf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=adf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=adf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=adf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=adf&submit=p%C5%99ihl%C3%A1sit+se'|9|b'username=sdf&password=adf
13|5.632|10.0.2.15|192.168.1.1|DNS|77|Standard query A b'malakopanabrno.cz.'|13|
14|5.633|10.0.2.15|192.168.1.1|DNS|77|Standard query AAAA b'malakopanabrno.cz.'|14|
15|5.675|192.168.1.1|10.0.2.15|DNS|228|Standard response A b'malakopanabrno.cz.' 91.239.200.182|15|
16|5.678|192.168.1.1|10.0.2.15|DNS|240|Standard response AAAA b'malakopanabrno.cz.' 2a00:1ed0:2:0:1:5bef:c8b6:1|16|
23|7.814|91.239.200.182|10.0.2.15|HTTP|1514|200 OK HTTP/1.1|23|
74|7.969|10.0.2.15|91.239.200.182|HTTP|585|GET www.malakopanabrno.cz/app/js/jquery/jquery.min.js HTTP/1.1|74|
76|7.97|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/app/js/jquery/jquery-ui.min.js HTTP/1.1|76|
79|7.971|10.0.2.15|192.168.1.1|DNS|84|Standard query A b'www.googletagmanager.com.'|79|
80|7.971|10.0.2.15|192.168.1.1|DNS|84|Standard query AAAA b'www.googletagmanager.com.'|80|
84|7.99|10.0.2.15|192.168.1.1|DNS|75|Standard query A b'maps.google.com.'|84|
85|7.993|192.168.1.1|10.0.2.15|DNS|492|Standard response CNAME b'www.googletagmanager.com.' b'www-googletagmanager.l.google.com.'|85|
86|7.994|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|86|
88|7.995|10.0.2.15|91.239.200.182|HTTP|585|GET www.malakopanabrno.cz/app/js/jquery/jquery.menu.js HTTP/1.1|88|
94|8.008|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/app/js/jquery/jquery.jNice.js HTTP/1.1|94|
95|8.015|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/app/js/jquery/jquery.bookmark.js HTTP/1.1|95|
98|8.025|91.239.200.182|10.0.2.15|HTTP|295|304 Not Modified HTTP/1.1|98|
104|8.034|10.0.2.15|91.239.200.182|HTTP|590|GET www.malakopanabrno.cz/app/js/jquery/jquery.countdown.js HTTP/1.1|104|
105|8.039|10.0.2.15|91.239.200.182|HTTP|590|GET www.malakopanabrno.cz/app/js/jquery/jquery.colorbox.js HTTP/1.1|105|
106|8.057|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/app/js/jquery/jquery.pngfix.js HTTP/1.1|106|
110|8.096|192.168.1.1|10.0.2.15|DNS|480|Standard response CNAME b'www.googletagmanager.com.' b'www-googletagmanager.l.google.com.'|110|
111|8.105|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|111|
113|8.106|10.0.2.15|91.239.200.182|HTTP|593|GET www.malakopanabrno.cz/app/js/jquery/jquery.nivo.slider.js HTTP/1.1|113|
115|8.107|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|115|
117|8.109|10.0.2.15|91.239.200.182|HTTP|581|GET www.malakopanabrno.cz/app/js/jquery/jquery.js HTTP/1.1|117|
119|8.11|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|119|
121|8.112|10.0.2.15|91.239.200.182|HTTP|578|GET www.malakopanabrno.cz/app/js/swfobjects.js HTTP/1.1|121|
123|8.118|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|123|
125|8.123|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|125|
127|8.138|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|127|
129|8.14|10.0.2.15|91.239.200.182|HTTP|574|GET www.malakopanabrno.cz/auth/js/ankety.js HTTP/1.1|129|
130|8.14|10.0.2.15|91.239.200.182|HTTP|591|GET www.malakopanabrno.cz/app/js/jquery/jquery.mousewheel.js HTTP/1.1|130|
132|8.145|10.0.2.15|91.239.200.182|HTTP|592|GET www.malakopanabrno.cz/app/js/jquery/jquery.scrollPane.js HTTP/1.1|132|
135|8.154|192.168.1.1|10.0.2.15|DNS|211|Standard response A b'maps.google.com.' 216.58.201.78|135|
137|8.161|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|137|
139|8.18|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|139|
141|8.229|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|141|
143|8.231|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|143|
147|8.234|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|147|
149|8.235|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|149|
151|8.237|10.0.2.15|216.58.201.78|HTTP|591|GET maps.google.com/maps/api/js HTTP/1.1|151|
153|8.262|216.58.201.78|10.0.2.15|HTTP|1484|200 OK HTTP/1.1|153|
195|8.392|10.0.2.15|192.168.1.1|DNS|79|Standard query A b'maps.googleapis.com.'|195|
196|8.419|10.0.2.15|91.239.200.182|HTTP|512|GET www.malakopanabrno.cz/stat/stat.php?rozliseni=2560x1335&bit=24&st=1&cache=1642580332_6 HTTP/1.1|196|
198|8.422|192.168.1.1|10.0.2.15|DNS|222|Standard response A b'maps.googleapis.com.' 172.217.17.234|198|
200|8.424|91.239.200.182|10.0.2.15|HTTP|318|200 OK HTTP/1.1|200|
204|8.426|10.0.2.15|172.217.17.234|HTTP|424|GET maps.googleapis.com/maps/api/mapsjs/gen_204?csp_test=true HTTP/1.1|204|
206|8.428|172.217.17.234|10.0.2.15|HTTP|680|403 Forbidden HTTP/1.1|206|
208|8.667|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/img/arrows/arrow.png HTTP/1.1|208|
210|8.68|10.0.2.15|91.239.200.182|HTTP|588|GET www.malakopanabrno.cz/img/layout/bsmk.png HTTP/1.1|210|
212|8.686|10.0.2.15|91.239.200.182|HTTP|599|GET www.malakopanabrno.cz/img/clubs/thumbs/agrostroj.png HTTP/1.1|212|
214|8.689|10.0.2.15|91.239.200.182|HTTP|594|GET www.malakopanabrno.cz/img/clubs/thumbs/bkmk.png HTTP/1.1|214|
216|8.694|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/clubs/thumbs/cordoba-06.png HTTP/1.1|216|
218|8.704|10.0.2.15|91.239.200.182|HTTP|604|GET www.malakopanabrno.cz/img/clubs/thumbs/cz-spieler-brno.png HTTP/1.1|218|
220|8.708|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|220|
222|8.718|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|222|
224|8.738|91.239.200.182|10.0.2.15|HTTP|297|304 Not Modified HTTP/1.1|224|
226|8.742|10.0.2.15|91.239.200.182|HTTP|598|GET www.malakopanabrno.cz/img/clubs/thumbs/km-prona.png HTTP/1.1|226|
227|8.747|10.0.2.15|91.239.200.182|HTTP|606|GET www.malakopanabrno.cz/img/clubs/thumbs/mf-nove-vinarstvi.png HTTP/1.1|227|
230|8.793|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/clubs/thumbs/mfc-srandy.png HTTP/1.1|230|
232|8.794|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|232|
234|8.796|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|234|
236|8.797|10.0.2.15|91.239.200.182|HTTP|605|GET www.malakopanabrno.cz/img/clubs/thumbs/mk-slatina-brno.png HTTP/1.1|236|
237|8.799|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/clubs/thumbs/royal-flush.png HTTP/1.1|237|
240|8.804|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|240|
242|8.81|10.0.2.15|91.239.200.182|HTTP|610|GET www.malakopanabrno.cz/img/clubs/thumbs/sport-centrum-srbska.png HTTP/1.1|242|
244|8.839|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|244|
246|8.855|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|246|
247|8.868|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/clubs/thumbs/senk-okna-reds.png HTTP/1.1|247|
248|8.87|10.0.2.15|91.239.200.182|HTTP|602|GET www.malakopanabrno.cz/img/clubs/thumbs/vyssi-princip.png HTTP/1.1|248|
251|8.895|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|251|
253|8.901|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|253|
254|8.926|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-h4JyEBfjDbjXRg10.jpg HTTP/1.1|254|
255|8.927|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-iMsJxCelpv3LFuej.jpg HTTP/1.1|255|
256|8.928|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|256|
258|8.936|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|258|
262|8.938|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-SRb5OVpMVQZvxibB.jpg HTTP/1.1|262|
264|8.955|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-qFGzmZV1kadCGonF.jpg HTTP/1.1|264|
266|8.957|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|266|
267|8.958|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|267|
268|8.959|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|268|
269|8.96|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|269|
270|8.961|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|270|
271|8.962|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-rgkILPHaDNB1ObNQ.jpg HTTP/1.1|271|
272|8.964|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-EqLK2pwofI4kb4X5.jpg HTTP/1.1|272|
273|8.967|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-1MYRIGZ4GXsdbbcy.jpg HTTP/1.1|273|
274|8.974|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-ZCvDncsDOBH9FOrQ.jpg HTTP/1.1|274|
275|8.981|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-72x0Pw9buzWPtIMA.jpg HTTP/1.1|275|
276|8.983|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|276|
